secID,ticker,exchangeCD,ListSectorCD,ListSector,transCurrCD,secShortName,secFullName,listStatusCD,listDate,delistDate,equTypeCD,equType,exCountryCD,partyID,totalShares,nonrestFloatShares,nonrestfloatA,officeAddr,primeOperating
"000001.XSHE","000001","XSHE",1,"主板","CNY","平安银行","平安银行股份有限公司","L","1991-04-03",,"A","沪深A股","CHN",2,13709873744,11804054580,11804054580,"广东省深圳市罗湖区深南东路5047号","办理人民币存、贷、结算、汇兑业务；人民币票据承兑和贴现；各项信托业务；经监管机构批准发行或买卖人民币有价证券；外汇存款、汇款；境内境外借款；在境内境外发行或代理发行外币有价证券；贸易、非贸易结算；外币票据的承兑和贴现；外汇放款；代客买卖外汇及外币有价证券，自营外汇买卖；资信调查、咨询、见证业务；保险兼业代理业务；黄金进口业务；经有关监管机构批准或允许的其他业务。(《保险兼业代理业务许可证》有效期限至2015年5月1日)。"
"000002.XSHE","000002","XSHE",1,"主板","CNY","万科A","万科企业股份有限公司","L","1991-01-29",,"A","沪深A股","CHN",3,11045647571,11017489010,9702533542,"广东省深圳市盐田区大梅沙环梅路33号万科中心","房地产开发；兴办实业（具体项目另行申报）；国内商业、物资供销业（不含专营、专控、专卖商品）；进出口业务（按深经发审证字第113 号外贸企业审定证书规定办理）。"
"000004.XSHE","000004","XSHE",1,"主板","CNY","国农科技","深圳中国农大科技股份有限公司","L","1991-01-14",,"A","沪深A股","CHN",5,83976684,83875459,83875459,"广东省深圳市福田区商报路奥林匹克大厦6层D-E","通讯、计算机、软件、新材料、生物技术和生物特征识别技术、新药、生物制品、医用检测试剂和设备的研究与开发；信息咨询；计算机软件及生物技术的培训；兴办实业。"
"000005.XSHE","000005","XSHE",1,"主板","CNY","世纪星源","深圳世纪星源股份有限公司","L","1990-12-10",,"A","沪深A股","CHN",6,914333607,913743007,913743007,"广东省深圳市人民南路发展中心大厦13楼","纺织、印染、服装、轻工产品、电子产品、房地产、酒店、交通、商务咨询顾问、计算机软件开发、投资及其它第三产业。"
"000006.XSHE","000006","XSHE",1,"主板","CNY","深振业A","深圳市振业(集团)股份有限公司","L","1992-04-27",,"A","沪深A股","CHN",7,1349995046,1338897143,1338897143,"广东省深圳市罗湖区宝安南路振业大厦B座11-17楼","土地开发、房产销售及租赁、物业管理，国内商业、物资供销业（不含专营、专卖、专控商品）、建筑材料，兴办各类实业（具体项目另报）。"
"000007.XSHE","000007","XSHE",1,"主板","CNY","零七股份","深圳市零七股份有限公司","L","1992-04-13",,"A","沪深A股","CHN",8,230965363,205813141,205813141,"广东省深圳市福田区华强北路1058号现代之窗大厦A座25层","投资兴办实业（具体项目另报）；国内商业、物资供销业（不含专营、专卖和专控商品）；自有物业租赁；环保产品的技术开发；信息咨询（不含限制项目）；项目投资（不含限制项目）开展矿产资源的投资、贸易等业务，包括但不限于：钛铁矿勘查、锆矿、独居石、金红石等多金属矿产资源的勘查、开发（包括开采、选矿加工、冶炼等）；有色金属矿产品的收购、加工和销售。"
"000008.XSHE","000008","XSHE",1,"主板","CNY","神州高铁","神州高铁技术股份有限公司","L","1992-05-07",,"A","沪深A股","CHN",9,803144309,213594042,213594042,"广东省深圳市南山区内环路5号锦兴工业小区管理楼二楼","酒水饮料批发贸易及房屋租赁。"
"000009.XSHE","000009","XSHE",1,"主板","CNY","中国宝安","中国宝安集团股份有限公司","L","1991-06-25",,"A","沪深A股","CHN",10,1592107386,1489669062,1489669062,"广东省深圳市笋岗东路1002号宝安广场A座28-29层","高新技术产业、生物医药业和房地产业。"
"000010.XSHE","000010","XSHE",1,"主板","CNY","深华新","北京深华新股份有限公司","L","1995-10-27",,"A","沪深A股","CHN",11,588069788,358157448,358157448,"北京市西城区车公庄大街甲4号物华大厦19层B1904","高新技术项目的开发及相关产品的技术服务，计算机网络系统工程、计算机软、硬件的技术开发、生产（具体项目另行申报）、安装及系统集成，电子技术产品的技术开发、生产，信息咨询服务（以上不含限制项目）；相关产品的销售及其他国内商业、物资供销业（不含专营、专控、专卖商品）；投资兴办实业、高科技项目（具体项目另行申报）。经营深贸管审证字第207号《审定书》规定的进出口项目。房地产开发经营。"
"000011.XSHE","000011","XSHE",1,"主板","CNY","深物业A","深圳市物业发展(集团)股份有限公司","L","1992-03-30",,"A","沪深A股","CHN",12,595979092,243467869,175862626,"广东省深圳市人民南路国贸大厦39层、42层","以房地产开发为主业的房地产专业公司。"
"000012.XSHE","000012","XSHE",1,"主板","CNY","南玻A","中国南玻集团股份有限公司","L","1992-02-28",,"A","沪深A股","CHN",13,2075335560,2065352563,1302768571,"广东省深圳市蛇口工业六路一号南玻大厦","进行平板玻璃、工程玻璃等节能建筑材料，硅材料、光伏组件等可再生能源产品及精细玻璃、结构陶瓷等新型材料和高科技产品的生产、制造和销售（涉及生产许可证、环保批文的项目由各子公司另行申报），为各子公司提供经营决策、管理咨询、市场信息、技术支持与岗位培训等方面的相关协调和服务。"
"000014.XSHE","000014","XSHE",1,"主板","CNY","沙河股份","沙河实业股份有限公司","L","1992-06-02",,"A","沪深A股","CHN",15,201705187,201705187,201705187,"广东省深圳市南山区白石路2222号沙河世纪楼","在合法取得土地使用权范围内从事房地产开发经营业务；国内商业，物资供销业（不含专营、专控、专卖商品）；兴办实业。"
"000016.XSHE","000016","XSHE",1,"主板","CNY","深康佳A","康佳集团股份有限公司","L","1992-03-27",,"A","沪深A股","CHN",17,1203972704,1005590764,599914960,"广东省深圳市南山区华侨城","研究开发、生产经营电视机、冰箱、洗衣机、日用小家电等家用电器产品，家庭视听设备，ＩＰＴＶ机顶盒，数字电视接收器（含卫星电视广播地面接收设备），数码产品，移动通信设备及终端产品，日用电子产品，汽车电子产品，卫星导航系统，智能交通系统，防火防盗报警系统，办公设备，电子计算机，显示器，大屏幕显示设备的制造和应用服务，ＬＥＤ（ＯＬＥＤ）背光源、照明、发光器件制造及封装，生产经营电子元件、器件，模具，塑胶制品，各类包装材料，并从事相关产品的技术咨询和服务（上述经营范围中的生产项目，除移动电话外，其余均在异地生产）。从事以上所述产品（含零配件）的批发、零售、进出口及相关配套业务（不涉及国营贸易管理商品，涉及配额、许可证管理及其它专项规定管理的商品，按国家有关规定办理申请），销售自行开发的技术成果，提供电子产品的维修服务，普通货物运输，国内货运代理，仓储服务，企业管理咨询服务，自有物业租赁和物业管理业务，废旧电器电子产品回收（不含拆解）（由分支机构经营），以承接服务外包方式从事系统应用管理和维护、信息技术支持管理、银行后台服务、财务结算、人力资源服务、软件开发、呼叫中心、数据处理等信息技术和业务流程外包服务（因变更经营范围还需报相关部门审批，上述经营范围具体以审批结果、工商核准为准。）。"
"000017.XSHE","000017","XSHE",1,"主板","CNY","深中华A","深圳中华自行车(集团)股份有限公司","L","1992-03-31",,"A","沪深A股","CHN",18,551347947,551339000,302976018,"广东省深圳市龙华油松工业区中华工业园","自行车、轻便郊游车、赛车、童车、爬山车、铝合金车。"
"000018.XSHE","000018","XSHE",1,"主板","CNY","中冠A","深圳中冠纺织印染股份有限公司","L","1992-06-16",,"A","沪深A股","CHN",19,169142356,169142356,99720453,"广东省深圳市龙岗区葵涌镇葵鹏路26号","生产经营纺织工业品及所需的原材料、辅料、机械设备、各种面料服装、机械设备，并提供相关的服务。从事一般贸易业务。(不含现行许可证管理产品，有许可证按许可证执行)。在上海设立分支机构。产品70%外销。"
"000019.XSHE","000019","XSHE",1,"主板","CNY","深深宝A","深圳市深宝实业股份有限公司","L","1992-10-12",,"A","沪深A股","CHN",20,301080184,283615568,252252368,"广东省深圳市福田区竹子林四路紫竹七道26号教育科技大厦塔楼20层南半层(大厦电梯标识23层)","生产食品罐头、饮料、土产品（生产场所营业执照另行申办）；国内商业、物资供销业（不含专营、专控、专卖商品）；进出口业务（按深贸管审证字第080号外贸企业审定证书办理）；在合法取得的土地上从事房地产开发、经营。"
"000020.XSHE","000020","XSHE",1,"主板","CNY","深华发A","深圳中恒华发股份有限公司","L","1992-04-28",,"A","沪深A股","CHN",21,283161227,166671333,64675497,"广东省深圳市福田区华发北路411栋六层","生产经营各种彩色电视机、液晶显示器、液晶显示屏（在分支机构生产经营）、收录机、音响设备、电子表、电子游戏机、电脑等各类电子产品及配套的印制线路板、精密注塑件、轻型包装材料（在武汉生产经营）、五金件（含工模具），电镀及表面处理、焊锡丝，房地产开发经营（深房地字第7226760号），物业管理。在武汉市、吉林市成立联营公司。在全国省府(除拉萨市)和直辖市设立分支机构。"
"000021.XSHE","000021","XSHE",1,"主板","CNY","深科技","深圳长城开发科技股份有限公司","L","1994-02-02",,"A","沪深A股","CHN",22,1471259363,1469814362,1469814362,"广东省深圳市福田区彩田路7006号","开发、生产、经营计算机软、硬件系统及其外部设备、通讯设备、电子仪器仪表及其零部件、元器件、接插件和原材料，生产、经营家用商品电脑及电子玩具（以上生产项目均不含限制项目）；金融计算机软件模型的制作和设计、精密模具CAD/CAM技术、节能型自动化机电产品和智能自动化控制系统办公自动化设备、激光仪器、光电产品及金卡系统、光通讯系统和信息网络系统的技术开发和安装工程。商用机器（含税控设备、税控系统）、机顶盒、表计类产品（水表、气表等）、网络多媒体产品的开发、设计、生产、销售及服务；金融终端设备的开发、设计、生产、销售、技术服务、售后服务及系统集成。经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）；普通货运（《道路运输经营许可证》有效期至2015年6月6日）；房屋、设备及固定资产租赁。"
"000022.XSHE","000022","XSHE",1,"主板","CNY","深赤湾A","深圳赤湾港航股份有限公司","L","1993-05-05",,"A","沪深A股","CHN",23,644763730,644762754,464867324,"广东省深圳市赤湾石油大厦8楼","港口装卸运输，货物加工处理，散货灌包，件货包装，货物仓储，货物运输，代理货物转运，水陆联运，租车租船业务。"
"000023.XSHE","000023","XSHE",1,"主板","CNY","深天地A","深圳市天地(集团)股份有限公司","L","1993-04-29",,"A","沪深A股","CHN",24,138756240,138756240,138756240,"广东省深圳市高新技术产业园(北区)朗山路东物商业大楼10楼","商品混凝土及其原材料的生产、销售（具体生产场地执照另行申办）；水泥制品的生产、销售（具体生产场地执照另行申办）；在合法取得土地使用权的地块上从事房地产开发；物流服务；普通货运，货物专用运输（罐式）（道路运输经营许可证有效期至2014年12月31日）；机电设备维修；物业管理；投资兴办实业（具体项目另行申报）；国内商业、物资供销业（不含专营、专控、专卖商品及限制项目）；经营进出口业务（按深府办函[1994]278号文执行）。"
"000024.XSHE","000024","XSHE",1,"主板","CNY","招商地产","招商局地产控股股份有限公司","L","1993-06-07",,"A","沪深A股","CHN",25,2575950754,1535313480,1026298545,"广东省深圳市南山区蛇口兴华路6号南海意库3号楼","房地产开发经营、科研技术服务、兴办实业(具体项目另行申报)。"
"000025.XSHE","000025","XSHE",1,"主板","CNY","特力A","深圳市特力(集团)股份有限公司","L","1993-06-21",,"A","沪深A股","CHN",26,297281600,205694544,179294544,"广东省深圳市深南中路中核大厦十五楼","投资兴办实业（具体项目另行申报）；经营在已合法取得的土地使用权范围内的房地产开发。国内商业、物资供销业（不含专营、专控、专卖商品）、物业租赁与管理。自营本公司及所属企业自产产品、自用生产材料、金属加工机械、通用零件的进出口业务。进出口业务按深贸管证字第098号外贸审查证书办理。"
"000026.XSHE","000026","XSHE",1,"主板","CNY","飞亚达A","飞亚达(集团)股份有限公司","L","1993-06-03",,"A","沪深A股","CHN",27,392767870,392718137,311070137,"广东省深圳市南山区高新南一道飞亚达科技大厦20楼","生产经营各种指针式石英表及其机芯、零部件、各种计时仪器，加工批发K金首饰表；国内商业、物资供销（不含专营、专控、专卖商品）；物业管理及物业租赁；自营进出口业务。"
"000027.XSHE","000027","XSHE",1,"主板","CNY","深圳能源","深圳能源集团股份有限公司","L","1993-09-03",,"A","沪深A股","CHN",28,2642994398,958349975,958349975,"广东省深圳市福田区深南中路2068号5,33,35-36,38-41层","各种常规能源和新能源的开发、生产、购销；投资和经营与能源相关的原材料的开发和运输、港口、码头和仓储工业等；投资和经营与能源相配套的地产、房产业和租赁等产业；投资和经营能提高能源使用效益的高科技产业；经营和进出口本公司能源项目所需的成套设备、配套设备、机具和交通工具等；各种能源工程项目的设计、施工、管理和经营，以及与能源工程相关的人员培训、咨询及其他相关服务业务；环保技术的开发、转让和服务；物业管理、自有物业租赁；在合法取得的地块上从事单项房地产开发经营；能提高社会经济效益的其他业务。"
"000028.XSHE","000028","XSHE",1,"主板","CNY","国药一致","国药集团一致药业股份有限公司","L","1993-08-09",,"A","沪深A股","CHN",29,362631943,288147412,233261812,"广东省深圳市福田区八卦四路15号一致药业大厦","中成药、化学原料药、化学药制剂、抗生素原料药、抗生素制剂、生化药品、诊断药品、生物制品（含疫苗）、第二类精神药品（制剂）、麻醉药品、第一类精神药品（区域性批发企业）、医疗用毒性药品、蛋白同化制剂、肽类激素的批发；保健食品经营；药用包装材料及医药工业产品研究与开发、咨询服务；投资兴办实业（具体项目另行申报）；国内商业、物资供销业（不含专营、专控、专卖商品）；救护车销售、三类一次性无菌医疗器械，手术室、急救室、诊疗室设备及器具；医用高分子材料及制品，临床检验分析仪器及诊断试剂，医用缝合材料及拈合剂，口腔科材料，医用化验和基础设备器具；二类医用电子仪器设备，医用X射线附属设备及部件，医用超声仪器及有关设备，消毒和灭菌设备及器具，医用卫生材料和敷料；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。"
"000029.XSHE","000029","XSHE",1,"主板","CNY","深深房A","深圳经济特区房地产(集团)股份有限公司","L","1993-09-15",,"A","沪深A股","CHN",30,1011660000,1011660000,891660000,"广东省深圳市罗湖区人民南路深房广场46-48层","房地产开发及商品房销售、物业租赁及管理、建筑装饰安装、商品零售及贸易、酒店及餐饮服务。"
"000030.XSHE","000030","XSHE",1,"主板","CNY","富奥股份","富奥汽车零部件股份有限公司","L","1993-09-29",,"A","沪深A股","CHN",31,1298695140,600161743,560561743,"吉林省长春市汽车产业开发区东风南街777号","汽车零部件及相关产品的研发、设计、制造、销售及售后服务；进出口业务；设备及工艺装备的设计、制造及相关服务；租赁业务、物业服务业务；仓储和配送业务及相关服务。"
"000031.XSHE","000031","XSHE",1,"主板","CNY","中粮地产","中粮地产(集团)股份有限公司","L","1993-10-08",,"A","沪深A股","CHN",32,1813731596,1813720079,1813720079,"广东省深圳市福田区福华一路1号大中华国际交易广场35层","房地产、建材、木材、五金、土方工程、建筑技术咨询、装修材料。"
"000032.XSHE","000032","XSHE",1,"主板","CNY","深桑达A","深圳市桑达实业股份有限公司","L","1993-10-28",,"A","沪深A股","CHN",33,232864320,232826500,232826500,"广东省深圳市南山区科技园科技路1号桑达科技大厦15-17楼","生产通信设备(生产场地营业执照另行办理)、计算机及软件、办公自动化设备、普通机械、光机电一体化设备、电子检测设备、税控设备、税控收款机（不含限制项目）；半导体照明产品的购销；国内商业、物资供销业(不含专营、专卖、专控商品）；进出口业务按深贸管审证字第523号外贸企业审定证书规定办理；在合法取得使用权的土地上从事房地产开发经营，物业管理及自有物业租赁；兴办实业（具体项目另行申请）。"
"000033.XSHE","000033","XSHE",1,"主板","CNY","*ST新都","深圳新都酒店股份有限公司","L","1994-01-03",,"A","沪深A股","CHN",34,329402050,329402050,329402050,"广东省深圳市罗湖区春风路1号新都酒店24楼","经营酒店及酒店附属车辆服务、自有场地出租、康乐设施、停车场、在酒店内经营餐厅、美容美发（不含医学整容业务），桑拿按摩业务，经营卡拉OK，歌舞厅（不含的士高）；洗车美容（分支机构经营）。"
"000034.XSHE","000034","XSHE",1,"主板","CNY","深信泰丰","深圳市深信泰丰(集团)股份有限公司","L","1994-05-09",,"A","沪深A股","CHN",35,357973531,340064308,340064308,"广东省深圳市宝安区宝城67区隆昌路8号飞扬科技园B座2楼","农业(包括但不限于种养业及其加工业)；工业(包括但不限于通讯服务运营、数据与语音服务、通讯设备的研制、开发、生产与销售、软件开发、饲料、食品、兽药、塑料化工)；房地产(包括但不限于开发、销售、物业管理)；国内商业、进出口业务(按深贸管审证字056号文办理)、服务业(包括但不限于投资、咨询、结算、酒店、餐饮、仓储运输)。"
"000035.XSHE","000035","XSHE",1,"主板","CNY","中国天楹","中国天楹股份有限公司","L","1994-04-08",,"A","沪深A股","CHN",36,619278871,188953707,188953707,"江苏省南通市海安县城黄海大道(西)268号2幢","一般经营项目：销售自产产品；生活垃圾焚烧发电、可再生能源项目及环保设施的投资、开发。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。许可经营项目：生活垃圾焚烧发电及蒸汽生产；污泥处理、餐厨垃圾处理、危险废弃物处理、建筑垃圾处理、污水处理、大气环境治理、噪声治理、土壤修复；垃圾焚烧发电成套设备、环保成套设备的研发、生产、销售。"
"000036.XSHE","000036","XSHE",1,"主板","CNY","华联控股","华联控股股份有限公司","L","1994-06-17",,"A","沪深A股","CHN",37,1123887712,1123880212,1123880212,"广东省深圳市深南中路2008号华联大厦11层1103室","生产经营各种布料色纱及各式服装,化纤和纺织机械.国内商业物资供销业务,不含专营专控专卖商品,自有物业管理,承接内引外联三来一补业务,投资兴办实业具体项目另行申报。"
"000037.XSHE","000037","XSHE",1,"主板","CNY","深南电A","深圳南山热电股份有限公司","L","1994-07-01",,"A","沪深A股","CHN",38,602762596,602748458,338894012,"广东省深圳市华侨城汉唐大厦16-17楼","供电、供热，提供相关技术咨询和技术服务。"
"000038.XSHE","000038","XSHE",1,"主板","CNY","深大通","深圳大通实业股份有限公司","L","1994-08-08",,"A","沪深A股","CHN",39,96227998,28031998,28031998,"广东省深圳市福田区深南大道6023号耀华创建大厦904-905","房地产开发、经营；国内商业，物资供销业（不含专营、专控、专卖商品）；兴办实业（具体项目另行申报），计算机软硬件开发及销售；经营进出口业务（具体按照深贸管准证字第2003-3670号资格证书办理）。"
"000039.XSHE","000039","XSHE",1,"主板","CNY","中集集团","中国国际海运集装箱(集团)股份有限公司","L","1994-04-08",,"A","沪深A股","CHN",40,2664588601,2664142575,1233662066,"广东省深圳市南山区蛇口工业区港湾大道2号中集研发中心","制造修理集装箱及其有关业务，利用该公司现有设备加工制造各类零部件结构件和有关设备，并提供以下加工服务；切割、冲压成型、铆接、表面处理，包括喷沙喷漆、焊接和装配；集装箱租赁。"
"000040.XSHE","000040","XSHE",1,"主板","CNY","宝安地产","宝安鸿基地产集团股份有限公司","L","1994-08-08",,"A","沪深A股","CHN",41,469593364,464438446,464438446,"广东省深圳市罗湖区东门中路1011号鸿基大厦25-27楼","投资兴办实业（具体项目另行申报）；国内商业；物资供销业（不含专营、专控、专卖商品）；装卸运输货物；仓储；自有物业管理；自营进出口业务（按深贸管审证字第249号规定执行）；出租客运；房地产开发与经营。"
"000042.XSHE","000042","XSHE",1,"主板","CNY","中洲控股","深圳市中洲投资控股股份有限公司","L","1994-09-21",,"A","沪深A股","CHN",42,478926080,478790656,478790656,"广东省深圳市福田区百花五路长源楼","房地产开发及商品房销售、管理；承接建筑安装工程；自有物业租赁。"
"000043.XSHE","000043","XSHE",1,"主板","CNY","中航地产","中航地产股份有限公司","L","1994-09-28",,"A","沪深A股","CHN",43,666961416,666961416,666961416,"广东省深圳市福田区振华路163号飞亚达大厦六楼","1、开办商场、宾馆、餐厅，经营旅游服务业；2、兴办工业和高新技术产业；3、开办生产资料批发市场；4、开展科技交流活动，进行技术贸易，提供科技、经济和法律咨询、代理服务；5、经营贸易：电子计算机、机械电器设备、五金交电、家用电器、文化办公用品、化工原料、日用百货、金属材料、建筑材料、针纺织品、棉麻、中成药、西药、原料药、保健药品、医疗器械、土产品、粮油食品、果菜；6、举办各种产品展销；7、经营公司自有房产并对外承接楼宇及其配套设备的管理与维修；8、开办仓储业和运输业；9、从事各类投资；10、房地产开发、经营；11、劳动派遣。"
"000045.XSHE","000045","XSHE",1,"主板","CNY","深纺织A","深圳市纺织(集团)股份有限公司","L","1994-08-15",,"A","沪深A股","CHN",44,506521849,455063873,405563873,"广东省深圳市福田区华强北路3号深纺大厦六楼","生产、加工纺织品、针织品、服装、装饰布、带、商标带、自行车、工艺品（不含限制项目）；百货、纺织工业专用设备、纺织器材及配件、仪表、标准件、皮革制品、纺织原材料、染料、电子产品、粮油食品、农副产品、化工产品、建材、有色金属、机电设备、通讯器材、轻工产品、办公用品、汽车配件的购销及其他国内商业、物资供销业（不含专营、专控、专卖商品）；在已合法取得土地使用权范围内从事单项房地产开发和经营；进出口业务按深贸管审证字第034号文。"
"000046.XSHE","000046","XSHE",1,"主板","CNY","泛海控股","泛海控股股份有限公司","L","1994-09-12",,"A","沪深A股","CHN",45,4557311768,4544932482,4544932482,"北京市东城区建国门内大街28号民生金融中心C座22层","一般经营项目：承办国内外投资开发项目；经营房地产业务及物业管理；投资兴办实业（具体项目另行申报）；资产管理；建筑设备、建筑装饰材料的购销；自有物业租赁。"
"000048.XSHE","000048","XSHE",1,"主板","CNY","康达尔","深圳市康达尔(集团)股份有限公司","L","1994-11-01",,"A","沪深A股","CHN",47,390768671,379858689,379858689,"广东省深圳市福田区深南大道和泰然大道交汇处绿景纪元大厦24楼","农业，禽畜、水产等农产品的生产、加工、销售；国内商业、物资供销业（不含专营、专控、专卖商品），兴办实业（具体项目另行申报）；在合法取得的土地上从事房地产开发；货物及技术进出口；房屋租赁（最终以工商登记机关核准的经营范围为准）。"
"000049.XSHE","000049","XSHE",1,"主板","CNY","德赛电池","深圳市德赛电池科技股份有限公司","L","1995-03-20",,"A","沪深A股","CHN",48,205243738,205243738,205243738,"广东省深圳市南山区高新科技园高新南一道德赛科技大厦26楼","主营业务为移动电源系列产品，包括用于手机、电动工具等设备的电源保护板和充电器、用于电动汽车、储能电站的电源管理系统和充电机、锂聚合物电池、一次锂电池及其他种类电池的研究、开发和销售；电池材料、配件和设备，及新型电子元器件的开发、测试及销售；高科技项目开发和投资。"
"000050.XSHE","000050","XSHE",1,"主板","CNY","深天马A","天马微电子股份有限公司","L","1995-03-15",,"A","沪深A股","CHN",49,1131738475,574220625,574220625,"广东省深圳市南山区马家龙工业城64栋7层","一般经营项目：信息技术服务、咨询服务；代理销售液晶显示器及相关材料；机械设备租赁及自有物业租赁（不包括金融租赁）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。      许可经营项目：从事液晶显示器及相关的材料、设备、产品的设计、制造、销售；提供相关技术开发、技术咨询、技术服务和技术转让；普通货运。"
"000055.XSHE","000055","XSHE",1,"主板","CNY","方大集团","方大集团股份有限公司","L","1996-04-15",,"A","沪深A股","CHN",50,756909905,756130613,420179425,"广东省深圳市南山区高新区科技南十二路方大大厦二十楼","生产经营新型建筑材料、复合材料、金属制品、金属结构、环保设备及器材、公共安全防范设备、冶金设备、光机电一体化产品、高分子材料及产品、精细化工产品、机械设备、光电材料及器材、光电设备、电子显示设备、视听设备、交通设施、各种暖通设备及产品、给排水设备、中央空调设备及其零配件、半导体材料及器件、集成电路、光源及照明产品、设备、太阳能产品（产品不含限制项目及出口许可证管理商品）及上述产品的设计、技术开发、安装、施工、相关技术咨询和培训、自有物业管理和租赁（深圳市高新区科技南十二路方大大厦、深圳市南山区龙珠四路2号方大城）、从事深圳市高新区科技南十二路方大大厦停车场机动车停放业务、房地产开发经营、投资兴办实业（具体项目另行申报）。"
"000056.XSHE","000056","XSHE",1,"主板","CNY","深国商","深圳市国际企业股份有限公司","L","1996-07-08",,"A","沪深A股","CHN",51,265081420,265081420,143055590,"广东省深圳市福田区金田路2028号皇岗商务中心主楼6楼","从事零售商业，经营各类综合及专门零售店、连锁商业、购物中心及电子商务；从事房地产业，进行房地产投资、规划设计、装修、运营管理、物业管理及房地产营销；从事林业及林业服务业，进行林业科技研究、苗木培育、林木种植、木材采运及林产品采集，进行木材加工及人造板、木制品制造；从事租赁、商务服务业、住宿、餐饮业、居民服务业、仓储业、教育业、娱乐业等。"
"000058.XSHE","000058","XSHE",1,"主板","CNY","深赛格","深圳赛格股份有限公司","L","1996-12-26",,"A","沪深A股","CHN",52,784799010,784772321,538311003,"广东省深圳市福田区华强北路群星广场A座31楼","国内商业、物资供销业（不含专营、专控和专卖商品）；兴办实业（具体项目另行申报），经济信息咨询。物业租赁；房地产经纪；开办赛格电子专业市场（专业市场执照另行申办）。"
"000059.XSHE","000059","XSHE",1,"主板","CNY","华锦股份","北方华锦化学工业股份有限公司","L","1997-01-30",,"A","沪深A股","CHN",53,1599442537,1200501759,1200501759,"辽宁省盘锦市双台子区红旗大街","无机化工产品、石油及石油化工产品生产、储存销售（以上各项试生产项目筹建） ；塑料制品、建安工程、压力容器制造、普通货物运输（以上各项限分公司经营） 。"
"000060.XSHE","000060","XSHE",1,"主板","CNY","中金岭南","深圳市中金岭南有色金属股份有限公司","L","1997-01-23",,"A","沪深A股","CHN",54,2212627938,2061526502,2061526502,"广东省深圳市福田区车公庙深南大道6013号中国有色大厦24楼","本公司自产的铅锌冶炼产品及其深加工产品、铅锌选矿产品及其相关技术的出口和本公司生产经营科研开发等所需的原辅材料、机械设备等商品及其相关技术的进口（按［1999］外贸证审函字第2330号文经营）。采选、冶炼、制造、加工有色金属矿产品、冶炼产品、深加工产品及综合利用产品（含硫酸、氧气、硫磺、镓、锗、电炉锌粉的生产，仅限于分支机构生产，其营业执照另行申报）；生产、制造包装物、容器（含钢提桶、塑料编织袋的生产，仅限于分支机构生产，其营业执照另行申报）；从事境外期货业务；建筑材料、机械设备及管道安装、维修；工程建设，地测勘探，科研设计，信息咨询服务，国内商业贸易、物资供应业（不含国家政策规定的专营、专控商品）；饮食、旅游（由下属机构经营）；兴办各类实业（具体项目另行申报）、物资供销业（不含专营、专卖、专控商品）；经济信息咨询服务（国家有专项规定的除外）。"
"000061.XSHE","000061","XSHE",1,"主板","CNY","农产品","深圳市农产品股份有限公司","L","1997-01-10",,"A","沪深A股","CHN",55,1696964131,1605697370,1605697370,"广东省深圳市福田区深南大道7028号时代科技大厦13楼","开发、建设、经营、管理农产品批发市场，经营市场租售业务，提供市场交易服务；开设大宗农产品电子交易平台；经营农产品、水产品的批发、连锁经营和进出口业务；从事信息、咨询、运输、物业管理、仓储、包装、酒店管理，市场配套服务、物业开发经营等；进行与本公司经营宗旨有关的投资。"
"000062.XSHE","000062","XSHE",1,"主板","CNY","深圳华强","深圳华强实业股份有限公司","L","1997-01-30",,"A","沪深A股","CHN",56,666949797,666949797,666949797,"广东省深圳市福田区华强北路华强广场A座5楼","计算机软、硬件及网络、通信产品、激光头及其应用产品的技术开发及销售(不含限制项目);投资兴办各类实业(具体项目另行申报),国内商业、物资供销业、经济信息咨询(不含专营、专控、专卖商品及限制项目);自有物业管理。"
"000063.XSHE","000063","XSHE",1,"主板","CNY","中兴通讯","中兴通讯股份有限公司","L","1997-11-18",,"A","沪深A股","CHN",57,3437541278,3430875700,2801290255,"广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦","生产程控交换系统、多媒体通讯系统、通讯传输系统；研制、生产移动通信系统设备、卫星通讯、微波通讯设备、寻呼机，计算机软硬件、闭路电视、微波通信、信号自动控制、计算机信息处理、过程监控系统、防灾报警系统等项目的技术设计、开发、咨询、服务；铁路、地下铁路、城市轨道交通、公路、厂矿、港口码头、机场的有线无线通信等项目的技术设计、开发、咨询、服务（不含限制项目）；电子设备、微电子器件的购销（不含专营、专控、专卖商品）；承包境外及相关工程和境内国际招标工程，上述境外工程所需的设备，材料进出口，对外派遣实施上述境外工程的劳务人员；电子系统设备的技术开发和购销（不含限制项目及专营、专控、专卖商品）；经营进出口业务（按贸发局核发的资格证执行）；电信工程专业承包（待取得资质证书后方可经营）；房屋租赁;新能源发电及应用系统的技术设计、开发、咨询、服务。"
