secID,ticker,exchangeCD,ListSectorCD,ListSector,transCurrCD,secShortName,secFullName,listStatusCD,listDate,delistDate,equTypeCD,equType,exCountryCD,partyID,totalShares,nonrestFloatShares,nonrestfloatA,officeAddr,primeOperating
"002273.XSHE","002273","XSHE",3,"中小板","CNY","水晶光电","浙江水晶光电科技股份有限公司","L","2008-09-19",,"A","沪深A股","CHN",33064,383649103,346470926,346470926,"浙江省台州市椒江区星星电子产业区A5号","光电子元器件、光学元器件制造、加工，经营本企业自产产品及技术的出口业务，经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及技术的进口业务(国家限定公司经营和国家禁止进出口的商品及技术除外)，经营进料加工和“三来一补”业务。主要产品或提供的劳务：光电子元器件。"
"002274.XSHE","002274","XSHE",3,"中小板","CNY","华昌化工","江苏华昌化工股份有限公司","L","2008-09-25",,"A","沪深A股","CHN",32844,499909764,449632753,449632753,"江苏省苏州市张家港市人民东路华昌东方广场","许可经营项目：化工原料、化工产品、肥料生产（按许可证所列项目经营）；煤炭购销。      一般经营项目：金属材料、建筑材料、日用百货、化肥、自产蒸汽和热水；压力管道设计；自营和代理各类商品及技术的进出口业务（国家规定禁止进出口的除外）。"
"002275.XSHE","002275","XSHE",3,"中小板","CNY","桂林三金","桂林三金药业股份有限公司","L","2009-07-10",,"A","沪深A股","CHN",33044,590200000,524348270,524348270,"广西壮族自治区桂林市金星路1号","片剂、硬胶囊剂、散剂、颗粒剂、酊剂（外用）（毒性中药前处理）、药用辅料、中药前处理和提取、制粒的生产（有效期至2015年12月31日）；医药科技开发；进出口贸易（国家有专项规定的除外）。"
"002276.XSHE","002276","XSHE",3,"中小板","CNY","万马股份","浙江万马股份有限公司","L","2009-07-10",,"A","沪深A股","CHN",33081,939635488,839390852,839390852,"浙江省杭州市临安市经济开发区南环路88号","实业投资，电力电缆、船用电缆、矿用电缆、特种电缆、电力器材设备、钢芯铝绞线、铜铝丝的生产、加工、销售，软件系统的开发、销售，金属材料、化工产品（不含危险品及易制毒化学品）的销售，电力线路设计及工程施工，经营进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"002277.XSHE","002277","XSHE",3,"中小板","CNY","友阿股份","湖南友谊阿波罗商业股份有限公司","L","2009-07-17",,"A","沪深A股","CHN",33107,564586600,564586600,564586600,"湖南省长沙市芙蓉区八一路1号","商品零售业及相关配套服务的投资、经营、管理（具体经营业务由分支机构经营，涉及行政许可项目的，凭有效许可证经营），酒店经营与管理。"
"002278.XSHE","002278","XSHE",3,"中小板","CNY","神开股份","上海神开石油化工装备股份有限公司","L","2009-08-11",,"A","沪深A股","CHN",33129,316443173,198794279,198794279,"上海市闵行区浦星公路1769号","石油、天然气钻采专用设备、地质勘探专用仪器、石油化工分析检测仪器的生产和销售及上述领域内的技术开发、技术转让、技术咨询、技术服务，录井技术服务，进出口贸易（涉及行政许可的凭许可证经营）。"
"002279.XSHE","002279","XSHE",3,"中小板","CNY","久其软件","北京久其软件股份有限公司","L","2009-08-11",,"A","沪深A股","CHN",2118,198198737,151072012,151072012,"北京市经济技术开发区西环中路6号","许可经营项目：互联网信息服务业务。      一般经营项目：电子计算机软件、硬件及外部设备的技术开发、技术咨询、技术转让、技术服务、技术培训；经济贸易咨询、企业管理咨询；计算机系统服务；销售（含网上销售）电子计算机软硬件及外部设备、打印纸及计算机耗材；计算机及外部设备租赁；技术进出口、货物进出口、代理进出口。"
"002280.XSHE","002280","XSHE",3,"中小板","CNY","联络互动","杭州联络互动信息科技股份有限公司","L","2009-08-21",,"A","沪深A股","CHN",33141,702497892,144640340,144640340,"浙江省杭州市滨江区南环路3766号","电子计算机及外部设备的技术开发、技术服务及技术成果转让；电子计算机网络工程、楼宇布线工程的设计、施工；电子计算机及其配件的销售。主要产品或提供的劳务：软件开发及服务、系统集成及硬件销售。"
"002281.XSHE","002281","XSHE",3,"中小板","CNY","光迅科技","武汉光迅科技股份有限公司","L","2009-08-21",,"A","沪深A股","CHN",31315,209889584,160000000,160000000,"湖北省武汉市江夏区藏龙岛开发区潭湖路1号","信息科技领域光、电器件技术及产品的研制、生产、销售和相关技术服务；货物进出口、技术进出口、代理进出口（上述范围中国家有专项规定需经审批的项目经审批后或凭有效许可证方可经营）。"
"002282.XSHE","002282","XSHE",3,"中小板","CNY","博深工具","博深工具股份有限公司","L","2009-08-21",,"A","沪深A股","CHN",33088,338130000,186387957,186387957,"河北省石家庄市国家高新技术产业开发区海河道10号","生产销售人造金刚石及制品、粉末冶金制品、电动工具及配件以及相关技术服务；商品和技术的出口业务（国家限定公司经营或禁止进出口的商品除外）；经营本企业的进料加工和“三来一补”。"
"002283.XSHE","002283","XSHE",3,"中小板","CNY","天润曲轴","天润曲轴股份有限公司","L","2009-08-21",,"A","沪深A股","CHN",33090,559411764,559411764,559411764,"山东省文登市天润路2-13号","曲轴、机床、机械配件的生产、销售。备案范围内的货物进出口。"
"002284.XSHE","002284","XSHE",3,"中小板","CNY","亚太股份","浙江亚太机电股份有限公司","L","2009-08-28",,"A","沪深A股","CHN",33089,368778000,260671821,260671821,"浙江省杭州市萧山区蜀山街道亚太路1399号","汽车制动系统、汽车底盘系统、汽车电子及音响娱乐系统的科研开发、制造、销售、技术服务及进出口业务（具体进出口业务范围见外经贸部门批准证书）。主要产品：制动器、制动泵、助力器等汽车制动系统。"
"002285.XSHE","002285","XSHE",3,"中小板","CNY","世联行","深圳世联行地产顾问股份有限公司","L","2009-08-28",,"A","沪深A股","CHN",33148,763776000,763521710,763521710,"广东省深圳市罗湖区深南东路2028号罗湖商务中心12楼","房地产咨询、房地产代理、房地产经纪、物业管理。"
"002286.XSHE","002286","XSHE",3,"中小板","CNY","保龄宝","保龄宝生物股份有限公司","L","2009-08-28",,"A","沪深A股","CHN",33163,369256000,265782890,265782890,"山东省德州市禹城市高新开发区东外环路1号","淀粉糖（低聚异麦芽糖、果葡糖浆、麦芽糖、麦芽糊精、葡萄糖浆、低聚麦芽糖）研发、生产销售；其他食品（低聚果糖、海藻糖、大豆肽蛋白粉、馅料专用糖浆、面包专用糖浆、月饼专用糖浆、焙烤用保湿糖浆、低聚半乳糖、固体玉米糖浆）研发、生产销售；食品添加剂（聚葡萄糖、赤藓糖醇、低聚果糖）研发生产销售；饲料添加剂（果寡糖、低聚异麦芽糖）；固体饮料（益生元果蔬粉固体饮料、樽贝、益百润、多肽蛋白粉）；保健食品“保龄宝牌双奇润生冲剂”研发、生产、销售；原料药研发、生产销售；淀粉生产销售；仓储；粮食收购销售。本企业产品及技术的自营进出口业务。"
"002287.XSHE","002287","XSHE",3,"中小板","CNY","奇正藏药","西藏奇正藏药股份有限公司","L","2009-08-28",,"A","沪深A股","CHN",33164,406000000,406000000,406000000,"西藏自治区林芝地区八一镇泉州路1号","药材收购加工、进出口贸易、贴膏剂、软膏剂、颗粒剂、丸剂、散剂开发生产（药品许可证有效期至2010年12月31日）。主要产品是奇正牌贴膏剂、软膏剂等。"
"002288.XSHE","002288","XSHE",3,"中小板","CNY","超华科技","广东超华科技股份有限公司","L","2009-09-03",,"A","沪深A股","CHN",33168,395821872,294687878,294687878,"广东省梅县雁洋镇超华工业园","制造、加工、销售：电路板（单、双、多层及柔性电路板），电子产品，电子元器件，铜箔，覆铜板，电子模具，纸制品；货物进出口、技术进出口（法律、行政法规禁止的项目除外;法律、行政法规限制的项目须取得许可证后方可经营）；投资采矿业；矿产品销售（国家专营专控的除外）；投资与资产管理、企业管理咨询（含信息咨询、企业营销策划等）。"
"002289.XSHE","002289","XSHE",3,"中小板","CNY","宇顺电子","深圳市宇顺电子股份有限公司","L","2009-09-03",,"A","沪深A股","CHN",33169,186835822,125585259,125585259,"广东省深圳市南山区高新技术产业园区中区M-6栋二层一区","生产、销售液晶显示器（不含国家限制项目，生产场地另设）；销售电子仪器仪表、电子元器件、电脑、通信产品（不含专营、专控、专卖商品）；进出口业务（凭资格证书经营）。"
"002290.XSHE","002290","XSHE",3,"中小板","CNY","禾盛新材","苏州禾盛新型材料股份有限公司","L","2009-09-03",,"A","沪深A股","CHN",33174,210672000,133914882,133914882,"江苏省苏州市工业园区后戴街108号","家用电器、电子产品、机械设备、仪器仪表专用材料开发、生产、销售；金属材料自动覆塑及彩涂；自营或代理各类商品及技术的进出口业务（国家限定公司经营或禁止进出口的商品和技术除外）。"
"002291.XSHE","002291","XSHE",3,"中小板","CNY","星期六","佛山星期六鞋业股份有限公司","L","2009-09-03",,"A","沪深A股","CHN",33206,363350000,363350000,363350000,"广东省佛山市南海区桂城科技园(简平路)B-3号","生产经营皮鞋、皮革制品（国家有特殊规定的按规定办理）及售后服务。从事鞋类、皮革制品、箱包、皮鞋护理用品、皮革材料、服装、服饰、针纺织品、帽、眼镜、工艺美术品（除金、银制品）、日用百货、日化产品、电子类产品的批发、零售、进出口及相关配套业务（涉及配额许可证管理、专项规定管理的商品按国家有关规定办理）。"
"002292.XSHE","002292","XSHE",3,"中小板","CNY","奥飞动漫","广东奥飞动漫文化股份有限公司","L","2009-09-10",,"A","沪深A股","CHN",33209,631940162,320640000,320640000,"广东省广州市珠江新城临江大道5号保利国际中心10楼","制造、复制、发行：广播剧、电视剧、动画片（制作须另申报）、专题、专栏（不含时政新闻类），综艺（广播电视节目制作经营许可证有效期至2010年8月6日）；设计、制作、发布、代理国内外各类广告；制造、加工、销售：玩具、工艺品（不含金银首饰），数码电子产品，文具用品，塑料制品，五金制品，精密齿轮轮箱，童车，电子游戏机、婴童用品。销售：家用电器，服装，日用百货，化工原料（危险化学品除外），塑料原料。经营本企业自产产品及相关技术出口业务；经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务，电子产品，体育用品；经营本企业的进料加工和“三来一补”业务。（经营范围中凡涉及专项规定持有效专批证件方可经营）。"
"002293.XSHE","002293","XSHE",3,"中小板","CNY","罗莱家纺","罗莱家纺股份有限公司","L","2009-09-10",,"A","沪深A股","CHN",33223,280726200,280726200,280726200,"江苏省南通市经济技术开发区源兴路555号","生产销售家用纺织品、酒店纺织品、鞋帽、针织品、床垫、玩具、灯具、厨具、洁具、服装、工艺品、装饰布、衍缝制品及家居用品、化学纤维制品、文化办公用品，销售日用化学品，货物仓储。"
"002294.XSHE","002294","XSHE",3,"中小板","CNY","信立泰","深圳信立泰药业股份有限公司","L","2009-09-10",,"A","沪深A股","CHN",33226,653760000,286984620,286984620,"广东省深圳市福田区深南大道6009号NEO绿景广场B座37层","开发研究、生产化学原料药、粉针剂、片剂、胶囊。货物及技术进出口业务（不含进口分销业务）。主要产品包括硫酸氢氯吡格雷片、注射用盐酸头孢吡肟、注射用头孢呋辛钠、注射用头孢西丁钠、盐酸贝那普利片、注射用帕米磷酸二钠等。"
"002295.XSHE","002295","XSHE",3,"中小板","CNY","精艺股份","广东精艺金属股份有限公司","L","2009-09-29",,"A","沪深A股","CHN",33186,211800000,181363370,181363370,"广东省佛山市顺德区北?镇西海工业区","制造、销售：金属制品（不含国家政策规定的专控、专营项目），金属管、棒、带型材设备的研究开发、制造、技术转让、销售和服务。货物进出口、技术进出口（法律、行政法规禁止的项目除外；法律、行政法规限制的项目须取得许可证后方可经营）。"
"002296.XSHE","002296","XSHE",3,"中小板","CNY","辉煌科技","河南辉煌科技股份有限公司","L","2009-09-29",,"A","沪深A股","CHN",33185,376656420,318665923,318665923,"河南省郑州市高新技术产业开发区科学大道74号","计算机监控设备、电子产品的设计、开发、生产；通讯设备（凭有效批准证书并按其核定和范围经营）、电子器件、仪器仪表、电子产品的销售；软件开发；信息服务。铁路电务工程施工（凭有效资质证核定的范围和期限经营，未获审批前，不得经营）。公司的主营业务为铁路信号通信领域产品的研制开发、生产及销售。"
"002297.XSHE","002297","XSHE",3,"中小板","CNY","博云新材","湖南博云新材料股份有限公司","L","2009-09-29",,"A","沪深A股","CHN",33258,398821011,363261607,363261607,"湖南省长沙市岳麓区雷锋大道346号","研究、生产、销售粉末冶金摩擦材料、碳/碳复合材料、纳米材料及其制品、其它新型材料、相关制品及相关新设备（以上国家有专项规定的，另行报批）；经营商品和技术的进出口业务（国家法律法规禁止和限制的除外）；公司主要产品：飞机刹车副、航天用碳\\碳复合材料、环保型高性能汽车刹车材料及高性能模具材料。"
"002298.XSHE","002298","XSHE",3,"中小板","CNY","鑫龙电器","安徽鑫龙电器股份有限公司","L","2009-09-29",,"A","沪深A股","CHN",29513,413848300,348946691,348946691,"安徽省芜湖市经济技术开发区电器部件园(九华北路118号)","电气机械及器材制造?工业过程控制及监控系统?计算机应用服务与综合信息网络工程、电子声像工程?各种智能化系统和技术防范工程设计、制造、施工、安装、维修、调试、销售及技术服务等。"
"002299.XSHE","002299","XSHE",3,"中小板","CNY","圣农发展","福建圣农发展股份有限公司","L","2009-10-21",,"A","沪深A股","CHN",34830,910900000,899115561,899115561,"福建省光泽县十里铺圣农总部办公大楼","畜、牧、禽、鱼、鳖养殖；茶果种植；混配合饲料生产；生产加工肉及肉制品：预制肉制品等。"
"002300.XSHE","002300","XSHE",3,"中小板","CNY","太阳电缆","福建南平太阳电缆股份有限公司","L","2009-10-21",,"A","沪深A股","CHN",33207,452250000,452208293,452208293,"福建省南平市延平区工业路102号","电线、电缆的制造和销售。"
"002301.XSHE","002301","XSHE",3,"中小板","CNY","齐心集团","深圳齐心集团股份有限公司","L","2009-10-21",,"A","沪深A股","CHN",34834,376143980,341199998,341199998,"广东省深圳市坪山新区锦绣中路18号齐心科技园行政大楼","（一）文具及办公用品、办公设备的研发、生产和销售（生产场所及执照另行申办）；（二）文教及办公用品、办公设备、纸制品、文化用品、计算机硬件软件及耗材、通讯设备、五金交电、电子产品、金融设备、安防设备、会议设备、办公家具、日用百货、一般劳防用品、工艺品的批发、零售；预包装食品（不含复热预包装食品）的批发（《食品流通许可证》有效期至2015年5月29日）；（三）在计算机硬件、软件、系统整合和通讯技术领域提供技术开发、技术转让、技术咨询和技术服务。（四）商品及技术的进出口。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）；（五）提供办公设备及其它日用品的租赁、维修，产品配送及相关配套服务。"
"002302.XSHE","002302","XSHE",3,"中小板","CNY","西部建设","中建西部建设股份有限公司","L","2009-11-03",,"A","沪深A股","CHN",34867,516117025,270913293,270913293,"四川省成都市高新区交子大道177号中海国际中心B座22楼","高性能预拌混凝土的生产、销售及其新技术、新工艺的研究开发与推广；新型建材及化工材料的研究及生产应用。公司主要产品为高性能预拌混凝土。"
"002303.XSHE","002303","XSHE",3,"中小板","CNY","美盈森","深圳市美盈森环保科技股份有限公司","L","2009-11-03",,"A","沪深A股","CHN",34892,715200000,360148380,360148380,"广东省深圳市宝安区光明街道办新陂头村美盈森工业城","轻型环保包装制品、重型环保包装制品、包装材料、包装机械的技术开发及销售；一体化包装方案的技术开发；隐藏信息防伪技术的开发，特种标签材质的精密模切，智能卡终端读写设备的开发与销售；货物及技术进出口；（以上均不含法律、行政法规、国务院决定禁止及规定需前置审批项目），纸制品休闲家居、办公用品、玩具用品的研发、生产和销售。^纸箱、木箱的生产及销售；无线射频标签、高新材料的研发与生产；包装装潢印刷品、其他印刷品印刷；从事普通货运。"
"002304.XSHE","002304","XSHE",3,"中小板","CNY","洋河股份","江苏洋河酒厂股份有限公司","L","2009-11-06",,"A","沪深A股","CHN",34865,1076420000,879259231,879259231,"江苏省宿迁市洋河中大街118号","洋河系列白酒的生产、加工、销售，自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外），粮食收购。"
"002305.XSHE","002305","XSHE",3,"中小板","CNY","南国置业","武汉南国置业股份有限公司","L","2009-11-06",,"A","沪深A股","CHN",34891,966453490,602768561,602768561,"湖北省武汉市武昌区民主路789号","房地产综合开发、商品房销售、租赁；物业管理；新型建筑、装饰材料的开发、生产和销售；园林、建筑和装饰工程的设计与施工。"
"002306.XSHE","002306","XSHE",3,"中小板","CNY","中科云网","中科云网科技集团股份有限公司","L","2009-11-11",,"A","沪深A股","CHN",18967,800000000,651868000,651868000,"北京市西城区月坛南街24号","中餐；零售酒、饮料、烟（以上项目限分支机构经营）；农业科技、电子信息技术、生物质气化产品技术开发、技术服务、技术咨询、技术转让、技术培训；计算机软件设计、开发；计算机系统服务；货物进出口、技术进出口、代理进出口；接受委托从事物业管理；车辆寄存；仓储服务；投资及投资管理；投资咨询；会议服务。领取本执照后，应到市商务委备案。"
"002307.XSHE","002307","XSHE",3,"中小板","CNY","北新路桥","新疆北新路桥集团股份有限公司","L","2009-11-11",,"A","沪深A股","CHN",34868,557327160,557313120,557313120,"新疆维吾尔自治区乌鲁木齐市高新区高新街217号盈科广场A座16、17层","货物运输、搬运装卸（机械）。一般经营项目：公路工程施工总承包一级；公路路面工程专业承包一级；公路路基工程专业承包一级；桥梁工程专业承包一级；隧道工程专业承包二级；土石方工程专业承包三级；新型建材的开发、生产及销售；工程机械设备租赁；承包境外公路工程和境内国际招标工程；对外派遣实施上述境外工程所需的劳务人员；对外援助成套项目A级实施企业资格；自营和代理各类商品和技术的进出口（但国家限定公司经营或禁止进出口的商品和技术除外）；润滑油、钢材、水泥、机械设备及配件、建筑材料、通讯器材（专项除外）销售。"
"002308.XSHE","002308","XSHE",3,"中小板","CNY","威创股份","广东威创视讯科技股份有限公司","L","2009-11-27",,"A","沪深A股","CHN",34905,835591560,835506360,835506360,"广东省广州市高新技术产业开发区科珠路233号","研究、开发、生产、销售电子显示产品、电子控制与显示处理设备、电子元器件及原材料、视频图像处理及传输产品、信息沟通与信息互动数字产品、计算机软、硬件及其应用网络产品、数字系统，从事同类电子产品批发业务及佣金代理（涉及配额许可证管理、专项规定管理的商品按国家有关规定办理），提供上述产品的系统集成、技术支持及售后服务。"
"002309.XSHE","002309","XSHE",3,"中小板","CNY","中利科技","中利科技集团股份有限公司","L","2009-11-27",,"A","沪深A股","CHN",35017,568292308,362083155,362083155,"江苏省苏州市常熟市东南经济开发区","电线、电缆、光缆、PVC电力电缆料、电源插头、电子接插件、电工机械设备、有色金属拉丝、通信终端设备、移动通信终端设备的生产、销售。经营本企业自产产品及技术的出口业务；经营本企业生产、科研所需的原辅材料、仪器仪表、机械设备，零配件及技术的进口业务（国家限定公司经营和国家禁止进出口的商品及技术除外）；经营进料加工和“三来一补”业务；研制开发环保新材料、通信网络系统及器材、车辆安保产品。"
"002310.XSHE","002310","XSHE",3,"中小板","CNY","东方园林","北京东方园林生态股份有限公司","L","2009-11-27",,"A","沪深A股","CHN",34913,1008711947,551808570,551808570,"北京市朝阳区北苑家园绣菊园7号楼","研究、开发、种植、销售园林植物；园林环境景观的设计；园林绿化工程和园林维护等。本公司主要从事园林环境景观设计和园林绿化工程施工，主要为各类重点市政公共园林工程、高端休闲度假园林工程、大型生态湿地工程及地产景观等项目提供园林环境景观设计和园林工程施工服务。"
"002311.XSHE","002311","XSHE",3,"中小板","CNY","海大集团","广东海大集团股份有限公司","L","2009-11-27",,"A","沪深A股","CHN",35025,1084392380,1069409260,1069409260,"广东省广州市番禺区番禺大道北555号天安节能科技园创新大厦213","饲料、添加剂的生产（以上项目由分支机构凭许可证经营）和技术开发、技术服务；畜禽、水产品的养殖、加工和技术开发、技术服务；以上产品及饲料原料、农副产品的批发、佣金代理（拍卖除外）及进出口业务（涉及配额许可证管理、专项规定管理的商品按照国家有关规定办理）；粮食收购。"
"002312.XSHE","002312","XSHE",3,"中小板","CNY","三泰控股","成都三泰控股集团股份有限公司","L","2009-12-03",,"A","沪深A股","CHN",35037,442071620,303811289,303811289,"四川省成都市金牛区高科技产业园区蜀西路42号","许可经营项目：生产、销售商用密码产品、安全技术防范。（以上项目及期限以许可证为准）。      一般经营项目（以下范围不含前置许可项目，后置许可项目凭许可证或审批文件经营）：计算机软件业、技术服务业；电子、电气、机电产品的开发、生产；安全技术防范工程的设计、施工；建筑智能化工程的设计、施工；国内劳务派遣；进出口业；职业技能培训；档案管理服务；商品批发与零售。银行自助设备的清机、维修、远程值守服务；票据及其档案影像处理外包服务；物流、仓储信息系统设计及技术服务；金融外包服务。"
"002313.XSHE","002313","XSHE",3,"中小板","CNY","日海通讯","深圳日海通讯技术股份有限公司","L","2009-12-03",,"A","沪深A股","CHN",35045,312000000,234971000,234971000,"广东省深圳市南山区科苑路清华信息港综合楼1层107号","从事通讯产品的研发，生产经营通讯用配线设备、户外设施及相关集成，并从事上述产品的工程服务（生产仅限分公司经营）；合同能源管理，节能系列产品的研发、生产经营、技术咨询服务（生产仅限分公司经营）；广播通信铁塔及桅杆系列产品的生产经营（生产仅限分公司经营）；通信工程安装施工（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）；钢结构工程安装施工。"
"002314.XSHE","002314","XSHE",3,"中小板","CNY","雅致股份","雅致集成房屋(集团)股份有限公司","L","2009-12-03",,"A","沪深A股","CHN",35061,580000000,579774600,579774600,"广东省深圳市南山区高新区南区科技南十二路007号九洲电器大厦五楼A室","活动房屋、金属结构件、建筑材料、设备的生产(分公司经营)、销售、租赁及相关服务，国内商业、物质供销业(不含专营、专控、专卖商品)；进出口业务；普通货运(《道路运输经营许可证》有效期至2010年12月31日)。"
"002315.XSHE","002315","XSHE",3,"中小板","CNY","焦点科技","焦点科技股份有限公司","L","2009-12-09",,"A","沪深A股","CHN",34890,117500000,60214488,60214488,"江苏省南京市高新区星火路软件大厦A座12F","互联网络技术开发及应用；计算机软硬件开发及相关产品销售；自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）；设计、制作、发布网络广告；第二类增值电信业务中的信息服务业务（以上经营范围凡涉及行政许可的，经批准后方可经营）。      运营自主开发的中国制造网电子商务平台（Made-in-China.com），包括中国制造网英文版（http://www.made-in-china.com）和中国制造网中文版（包括简体版http://cn.made-in-china.com及繁体版http://big5.made-in-china.com），收入来源主要系向注册收费会员收取会员费、增值服务费用及认证供应商服务费用。"
"002316.XSHE","002316","XSHE",3,"中小板","CNY","键桥通讯","深圳键桥通讯技术股份有限公司","L","2009-12-09",,"A","沪深A股","CHN",35069,393120000,392677725,392677725,"广东省深圳市南山区深南路高新技术工业村R3A-6层","生产经营光通信设备、无线通信多媒体系统设备及终端、接入网通信系统设备、交通信息设备、机电设备、矿用通讯设备、射频识别系统及配套产品，从事信息和通信系统网络技术研究开发，计算机应用软件开发；货物及技术进出口（不含进口分销及国家专营专控商品）。"
"002317.XSHE","002317","XSHE",3,"中小板","CNY","众生药业","广东众生药业股份有限公司","L","2009-12-11",,"A","沪深A股","CHN",35153,369408000,228793914,228793914,"广东省东莞市石龙镇西湖工业区信息产业园","生产、销售：片剂，硬胶囊剂，颗粒剂，丸剂（水丸、浓缩丸），合剂，口服液，糖浆剂，栓剂，软膏剂，乳膏剂（含激素类），溶液剂（口服），滴鼻剂，滴眼剂，喷雾剂，中药前处理及提取车间（口服制剂、外用制剂）（以上项目凭有效许可证经营）；药品研究开发。"
"002318.XSHE","002318","XSHE",3,"中小板","CNY","久立特材","浙江久立特材科技股份有限公司","L","2009-12-11",,"A","沪深A股","CHN",35119,336602373,322388482,322388482,"浙江省湖州市双林镇镇西","不锈钢焊接管、不锈钢无缝管、金属管材、水暖器材制造、销售，金属材料（除稀贵金属）、纸张销售，经营进出口业务。主要产品为不锈钢无缝管和焊接管。"
"002319.XSHE","002319","XSHE",3,"中小板","CNY","乐通股份","珠海市乐通化工股份有限公司","L","2009-12-11",,"A","沪深A股","CHN",35154,200000000,199795388,199795388,"广东省珠海市金鼎官塘乐通工业园","生产和销售自产的各类油墨、涂料及相关的配套产品（危险化学品按（粤）WH安许证字（2006）C0046许可范围经营）。本公司及子公司主要产品为各类油墨、涂料及相关的配套产品。"
"002320.XSHE","002320","XSHE",3,"中小板","CNY","海峡股份","海南海峡航运股份有限公司","L","2009-12-16",,"A","沪深A股","CHN",35379,425880000,425876106,425876106,"海南省海口市滨海大道东方洋大厦第七层","国内沿海及近洋汽车、旅客运输；物流、旅游投资、房地产投资（凡需行政许可的项目凭许可证经营）。海口至海安往返航线、海口至广州往返航线、海口至北海往返航线（以下分别简称为“海安线”、“广州线”、“北海线”）。"
"002321.XSHE","002321","XSHE",3,"中小板","CNY","华英农业","河南华英农业发展股份有限公司","L","2009-12-16",,"A","沪深A股","CHN",35271,425800000,423182500,423182500,"河南省信阳市潢川县跃进东路308号","禽业养殖、加工及制品销售（国家法律法规需要前置审批的除外）。货运。经营货物和技术的进出口贸易；但国家限定公司经营或禁止进出口的商品及技术除外；饲料生产销售；父母代樱桃谷鸭、种蛋的生产经营。包装装潢、其他印刷品印制（凭证）；粮食收购。（以上范围中凡涉及专项许可的项目，凭许可证和有关批准文件经营）。"
"002322.XSHE","002322","XSHE",3,"中小板","CNY","理工监测","宁波理工监测科技股份有限公司","L","2009-12-18",,"A","沪深A股","CHN",35397,282520000,260578640,260578640,"浙江省宁波市保税南区曹娥江路22号","一般经营项目：电力、环保、煤矿监测设备，过程控制监测设备的开发、制造、批发、零售及技术服务；计算机软件开发及服务；自有房屋出租；自营和代理货物及技术的进出口，但国家限定经营或禁止进出口的货物及技术除外；许可经营项目：道路普通货运（有效期限至2011年4月1日）。主要产品或提供的劳务：变压器色谱在线监测系统、有载分接开关智能在线净油系统、变压器故障监测仪。"
"002323.XSHE","002323","XSHE",3,"中小板","CNY","中联电气","江苏中联电气股份有限公司","L","2009-12-18",,"A","沪深A股","CHN",35934,107588000,83501600,83501600,"江苏省盐城市青年西路88号","防爆电气及电力变压器制造、维修、技术咨询；备件及原辅材料销售。"
"002324.XSHE","002324","XSHE",3,"中小板","CNY","普利特","上海普利特复合材料股份有限公司","L","2009-12-18",,"A","沪深A股","CHN",35396,270000000,155826563,155826563,"上海市青浦工业园区新业路558号","生产销售电子材料、高分子材料、橡塑材料及制品，销售汽车配件、计算机及软件、机电设备、环保设备、建筑材料、金属材料，在化工材料专业领域内的“四技”服务，从事货物及技术进出口业务。（涉及行政许可的，凭许可证经营）。"
"002325.XSHE","002325","XSHE",3,"中小板","CNY","洪涛股份","深圳市洪涛装饰股份有限公司","L","2009-12-22",,"A","沪深A股","CHN",35313,801233932,497156298,497156298,"广东省深圳市罗湖区泥岗西洪涛路17号","室内外装饰设计；建筑幕墙设计；建筑装饰装修工程施工；建筑幕墙工程施工；城市及道路照明工程施工；机电安装工程施工；智能化工程施工；消防设施工程施工；建筑幕墙、门窗的生产加工（分支机构经营）；园林雕塑设计；家私配套、空调设备、不锈钢制品的设计安装；进出口贸易业务（按深贸管市字第690号）；建筑材料的购销。      公司目前主要从事的主营业务为承接酒店、剧院会场、写字楼、图书馆、医院、体育场馆等公共装饰工程的设计及施工。"
"002326.XSHE","002326","XSHE",3,"中小板","CNY","永太科技","浙江永太科技股份有限公司","L","2009-12-22",,"A","沪深A股","CHN",35935,285251029,148330565,148330565,"浙江省化学原料药基地临海园区","有机中间体（不含危险化学品化学品和易制毒化学品）、机械装备制造。主要产品：液晶化学品、医药化学品、农药化学品和其他化学品。"
"002327.XSHE","002327","XSHE",3,"中小板","CNY","富安娜","深圳市富安娜家居用品股份有限公司","L","2009-12-30",,"A","沪深A股","CHN",35120,429241857,222607863,222607863,"广东省深圳市南山区南光路富安娜工业大厦","生产经营新型纺织材料及其制品、床上用品、装饰布、衍缝制品和家居用品(不含专营、专控、专卖商品)；日常用品、床垫、纺织品、服装、玩具、灯具、厨具、洁具和鞋类销售；进出口贸易业务(按深贸管登记证字第2003-0913 号资格证书经营)。"
